institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
Carnegie Mellon,15 Feb 2013,Rejected,2013-02-15,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,15 Feb 2013,Accepted,2013-02-15,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor,15 Feb 2013,Accepted,2013-02-15,Friday,Statistics,PhD,NA,NA,NA,NA
Colorado State University,15 Feb 2013,Accepted,2013-02-15,Friday,Statistics,PhD,3.71,148,169,3.5
Yale University,15 Feb 2013,Wait listed,2013-02-15,Friday,Statistics,PhD,3.98,590,800,5
Yale University,15 Feb 2013,Accepted,2013-02-15,Friday,Statistics,Masters,NA,NA,NA,NA
Yale University,15 Feb 2013,Accepted,2013-02-15,Friday,Master Of Statistics,Masters,NA,NA,NA,NA
University Of Minnesota,15 Feb 2013,Rejected,2013-02-15,Friday,Statistics,PhD,NA,NA,NA,NA
Unviersity Of South Carolina,15 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Yale,15 Feb 2013,Accepted,2013-02-06,Wednesday,Statistics,PhD,NA,NA,NA,NA
ETH Zurich,15 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,Masters,NA,161,169,4.5
Harvard,15 Feb 2013,Accepted,2013-02-15,Friday,Statistics,Masters,NA,NA,NA,NA
U Of South Carolina,15 Feb 2013,Accepted,2013-02-15,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Minnesota - Twin Cities,15 Feb 2013,Wait listed,2013-02-06,Wednesday,Statistics,PhD,NA,630,800,3.5
University Of British Columbia (UBC),14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,Masters,NA,NA,NA,NA
Duke University,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,PhD,3.9,162,165,3.5
UGA,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Rochester,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke University,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
ETH Zurich,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,Masters,NA,NA,NA,NA
UC Berkeley,14 Feb 2013,Accepted,2013-02-13,Wednesday,Statistics,PhD,4,168,169,4
Duke,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
ETH Zurich,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,Masters,NA,NA,NA,NA
University Of Minnesota,14 Feb 2013,Accepted,2013-02-08,Friday,Statistics,PhD,3.5,169,166,5
University Of Rochester,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,PhD,3.93,162,166,5.5
University Of Rochester,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke University,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,4,170,166,4.5
Duke University,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke Univesity,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,4,155,170,4.5
University Of Pennsylvania-Wharton School,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Minnesota,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania Warton School,14 Feb 2013,Rejected,2013-02-07,Thursday,Statistics,PhD,NA,NA,NA,NA
Yale,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Yale,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Yale,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,Masters,NA,NA,NA,NA
University Of Michigan -- Ann Arbor,14 Feb 2013,Interview,2013-02-11,Monday,Statistics,PhD,3.5,151,167,3.5
University Of Illinois,14 Feb 2013,Accepted,2013-02-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Carnegie Mellon,14 Feb 2013,Accepted,2013-02-04,Monday,Statistics,PhD,3.95,163,165,4.5
Yale,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,Masters,NA,NA,NA,NA
UC Berkeley,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,PhD,3.95,167,167,5
Yale,14 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,Masters,NA,NA,NA,NA
UC Berkeley,14 Feb 2013,Accepted,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Notre Dame,14 Feb 2013,Accepted,2013-02-13,Wednesday,Applied And Computational Mathematics And Statistics,PhD,NA,NA,NA,NA
Yale University,14 Feb 2013,Rejected,2013-02-14,Thursday,Statistics,PhD,NA,NA,NA,NA
Yale,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,Masters,NA,NA,NA,NA
University Of Iowa,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Yale,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Yale University,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,PhD,3.93,162,166,5.5
Yale University,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,PhD,3.8,164,169,5.5
Yale,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,Masters,NA,NA,NA,NA
Yale,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,Masters,3.68,167,167,4.5
Yale University,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Yale University,13 Feb 2013,Rejected,2013-02-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
Stanford University,13 Feb 2013,Rejected,2013-02-07,Thursday,Statistics,PhD,3.6,170,168,4.5
Carnegie Mellon University,13 Feb 2013,Accepted,2013-01-26,Saturday,Statistics,PhD,3.6,170,168,4.5
Michigan,13 Feb 2013,Accepted,2013-02-13,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Illinois,12 Feb 2013,Accepted,2013-02-12,Tuesday,Statistics,PhD,3.56,163,159,5
"University Of Wisconsin, Madison",12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,3.74,161,170,4.5
University Of Michigan,12 Feb 2013,Interview,2013-02-10,Sunday,Statistics,PhD,NA,57,90,3.5
University Of Wisconsin - Madison,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Wisconsin-Madison,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,3.58,157,170,5
Harvard,12 Feb 2013,Accepted,2013-02-12,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Michigan,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
Harvard,12 Feb 2013,Accepted,2013-02-12,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Michigan,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
UT Austin,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
UT Austin,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,12 Feb 2013,Interview,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
UT Austin,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,12 Feb 2013,Accepted,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania,12 Feb 2013,Rejected,2013-02-07,Thursday,Statistics,PhD,NA,NA,NA,NA
Duke,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor,12 Feb 2013,Rejected,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,12 Feb 2013,Accepted,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,12 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,12 Feb 2013,Accepted,2013-02-12,Tuesday,Statistics,PhD,NA,NA,NA,NA
Duke University,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
Duke University,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Georgia,11 Feb 2013,Accepted,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
Michigan,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
Duke University,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
Duke University,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
Duke,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Texas At Austin,11 Feb 2013,Rejected,2013-02-11,Monday,Statistics,PhD,NA,NA,NA,NA
Bowling Green State University,11 Feb 2013,Accepted,2013-02-11,Monday,Statistics,Masters,NA,NA,NA,NA
University Of Pennsylvania GSE,11 Feb 2013,Accepted,2013-02-07,Thursday,Statistics Measurement Assessment And Research Technology (SMART),Masters,3.7,165,158,5
University Of Pennsylvania,10 Feb 2013,Rejected,2013-02-07,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania,10 Feb 2013,Rejected,2013-02-07,Thursday,Statistics,PhD,3.9,0,170,0
University Of Minnesota,9 Feb 2013,Accepted,2013-02-08,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Minnesota,9 Feb 2013,Rejected,2013-02-09,Saturday,Statistics,PhD,NA,NA,NA,NA
Rutgers,9 Feb 2013,Rejected,2013-02-09,Saturday,Statistics,PhD,3.8,610,790,4
UT Austin,9 Feb 2013,Accepted,2013-02-09,Saturday,Statistics,Masters,3.6,159,163,4
"University Of Minnesota, Twin Cities",9 Feb 2013,Rejected,2013-02-09,Saturday,Statistics,PhD,NA,NA,NA,NA
Stanford University,8 Feb 2013,Rejected,2013-02-07,Thursday,Statistics,PhD,3.8,164,169,5.5
University Of Washington - Seattle,8 Feb 2013,Rejected,2013-02-01,Friday,Statistics,PhD,3.8,164,169,5.5
University Of Pennsylvania (Wharton),8 Feb 2013,Rejected,2013-02-07,Thursday,Statistics,PhD,3.8,164,169,5.5
