institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
Stanford University,28 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,Masters,4,660,800,4.5
University Of North Carolina At Chapel Hill (UNC),28 Mar 2011,Wait listed,2011-03-28,Monday,Statistics,PhD,NA,NA,NA,NA
Utah State University,28 Mar 2011,Accepted,2011-03-18,Friday,Mathematics And Statistics,PhD,NA,NA,NA,NA
South Methodist U,27 Mar 2011,Accepted,2011-03-27,Sunday,Statistics,PhD,NA,NA,NA,NA
Boston University (BU),27 Mar 2011,Rejected,2011-03-23,Wednesday,Mathematics And Statistics,PhD,NA,NA,NA,NA
U Of Chicago,27 Mar 2011,Accepted,2011-03-25,Friday,Statistics,Masters,3.6,640,800,3.5
Rice University,27 Mar 2011,Accepted,2011-03-23,Wednesday,Statistics,Masters,3.6,640,800,3.5
Southern Methodist University,26 Mar 2011,Accepted,2011-03-26,Saturday,Statistics,PhD,NA,NA,NA,NA
"University Of Maryland, College Park",26 Mar 2011,Rejected,2011-02-26,Saturday,Mathematical Statistics,Masters,3.5,550,800,3
Harvard University,26 Mar 2011,Rejected,2011-03-26,Saturday,Statistics,Masters,NA,NA,NA,NA
University Of Iowa,26 Mar 2011,Accepted,2011-03-25,Friday,Statistics,Masters,NA,NA,NA,NA
University Of Illinois At Urbana - Champaigne (UIUC),26 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,PhD,NA,NA,NA,NA
Rice University,26 Mar 2011,Rejected,2011-03-25,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,25 Mar 2011,Accepted,2011-03-25,Friday,Statistics,Masters,3.91,580,800,3.5
John Hopkins University,25 Mar 2011,Accepted,2011-03-24,Thursday,Applied Math And Statistics (AMS),PhD,3.77,790,570,4.5
Rutgers University - New Brunswick,25 Mar 2011,Accepted,2011-03-25,Friday,Statistics,Masters,NA,NA,NA,NA
Chicago University,25 Mar 2011,Rejected,2011-03-25,Friday,Statistics,Masters,NA,NA,NA,NA
U Of Chicago,25 Mar 2011,Rejected,2011-03-25,Friday,Statistics,Masters,3.42,540,800,3.5
U Chicago,25 Mar 2011,Rejected,2011-03-25,Friday,Statistics,Masters,NA,NA,NA,NA
"University Of Californa, Los Angeles (UCLA)",25 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,Masters,NA,710,800,4
Iowa State University,25 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,25 Mar 2011,Accepted,2011-03-25,Friday,Statistics,Masters,3.8,660,800,3.5
"University Of Californa, Los Angeles (UCLA)",24 Mar 2011,Rejected,2011-03-24,Thursday,Statistics MS,Masters,NA,NA,NA,NA
"University Of California, Los Angeles (UCLA)",24 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,Masters,NA,NA,NA,NA
Johns Hopkins University (JHU),24 Mar 2011,Accepted,2011-03-24,Thursday,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,3.7,630,770,4
Johns Hopkins (JHU),24 Mar 2011,Rejected,2011-03-24,Thursday,Applied Mathematics And Statistics,PhD,3.7,710,800,3.5
"University Of California, Los Angeles (UCLA)",24 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,Masters,NA,NA,NA,NA
University Of Pittsburgh,24 Mar 2011,Interview,2011-03-02,Wednesday,Applied Statistics,Masters,3.39,470,800,3
University Of California Riverside (UCR),24 Mar 2011,Accepted,2011-02-03,Thursday,Applied Statistics,Masters,3.39,470,800,3
Michigan State University (MSU),24 Mar 2011,Accepted,2011-03-17,Thursday,Applied Statistics,Masters,3.39,470,800,3
Virginia Polytechnic Institute And State University (Virginia Tech),24 Mar 2011,Accepted,2011-03-17,Thursday,Applied Statistics,Masters,3.39,470,800,3
"University Of California, Los Angeles (UCLA)",24 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,Masters,NA,NA,NA,NA
U Of South California(usc),24 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,Masters,3.42,540,800,3.5
U Of South California,24 Mar 2011,Rejected,2011-03-24,Thursday,Statistics,Masters,NA,NA,NA,NA
Baylor University,24 Mar 2011,Rejected,2011-03-22,Tuesday,Statistics,Masters,3.5,550,800,3
University Of Delaware,24 Mar 2011,Accepted,2011-01-16,Sunday,Statistics,Masters,3.5,550,800,3
George Mason University,23 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,PhD,3.9,530,760,4
George Mason University,23 Mar 2011,Accepted,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
Stanford University,23 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,Masters,3.96,790,800,5.5
Michigan State University,23 Mar 2011,Accepted,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
George Washington University (GWU),23 Mar 2011,Accepted,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
Michigan State University,23 Mar 2011,Rejected,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
University Of California - Los Angeles (UCLA),23 Mar 2011,Rejected,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
Michigan State University,23 Mar 2011,Rejected,2011-03-23,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
Stanford University,23 Mar 2011,Accepted,2011-03-23,Wednesday,Statistics,Masters,3.89,800,800,5
"University Of Californa, Los Angeles (UCLA)",23 Mar 2011,Rejected,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
University Of California Santa Barbara (UCSB),23 Mar 2011,Rejected,2011-03-23,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
Stanford University,23 Mar 2011,Rejected,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
Stanford University,23 Mar 2011,Accepted,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
Texas A & M University (TAMU),23 Mar 2011,Accepted,2011-03-23,Wednesday,Statistics,PhD,NA,NA,NA,NA
Iowa State University (ISU),23 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Stanford University,23 Mar 2011,Rejected,2011-03-23,Wednesday,Master Of Statistics,Masters,NA,NA,NA,NA
Stanford University,23 Mar 2011,Rejected,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
Rice University,23 Mar 2011,Accepted,2011-03-22,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
University Of Iowa,23 Mar 2011,Accepted,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
North Carolina State University,23 Mar 2011,Rejected,2011-03-23,Wednesday,Statistics,Masters,NA,NA,NA,NA
Purdue University - West Lafayette,22 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of British Columbia (UBC),22 Mar 2011,Wait listed,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
Stanford University,22 Mar 2011,Rejected,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
"Florida State University (FSU), Tallahassee.",22 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,PhD,NA,NA,NA,NA
Stanford University,22 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
Stanford University,22 Mar 2011,Rejected,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
Stanford University,22 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
Stanford University,22 Mar 2011,Rejected,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
North Carolina Sate University,22 Mar 2011,Rejected,2011-03-22,Tuesday,Statistics,Masters,NA,690,720,4.5
Rice Universiry,22 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,Masters,3.42,560,800,3.5
University Of Cincinnati,22 Mar 2011,Accepted,2011-03-22,Tuesday,Master Of Statistics,Masters,3.25,470,780,3
Iowa State University (ISU),22 Mar 2011,Rejected,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
Iowa State University (ISU),22 Mar 2011,Rejected,2011-03-22,Tuesday,Statistics,PhD,NA,NA,NA,NA
"Florida State University (FSU), Tallahassee.",22 Mar 2011,Accepted,2011-03-21,Monday,Statistics,PhD,NA,NA,NA,NA
Georgetown University,22 Mar 2011,Accepted,2011-03-22,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Iowa,21 Mar 2011,Wait listed,2011-03-21,Monday,Statistics,PhD,NA,NA,NA,NA
UMass-Amherst,21 Mar 2011,Accepted,2011-03-21,Monday,Statistics,PhD,NA,NA,NA,NA
George Washington University (GWU),21 Mar 2011,Rejected,2011-03-21,Monday,Statistics,Masters,NA,NA,NA,NA
Stony Brook University,21 Mar 2011,Accepted,2011-03-21,Monday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
Oregon State University,21 Mar 2011,Accepted,2011-03-21,Monday,Statistics,Masters,NA,NA,NA,NA
VirginiaTech,20 Mar 2011,Accepted,2011-03-20,Sunday,Statistics,PhD,NA,NA,NA,NA
University Of Massachusetts - Amherst,20 Mar 2011,Wait listed,2011-03-17,Thursday,Statistics,Masters,3.4,730,800,3
University California Riverside,19 Mar 2011,Accepted,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania (Wharton),19 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,3.69,740,800,4.5
Colorado State University,19 Mar 2011,Rejected,2011-03-19,Saturday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn) Wharton,19 Mar 2011,Rejected,2011-03-19,Saturday,Statistics,PhD,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,19 Mar 2011,Rejected,2011-03-19,Saturday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University (JHU),18 Mar 2011,Rejected,2011-03-18,Friday,Applied Math And Statistics (AMS),PhD,NA,NA,NA,NA
University Of Iowa,18 Mar 2011,Wait listed,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Harvard Graduate School Of Arts And Sciences,18 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
UMass-Amherst,18 Mar 2011,Wait listed,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Wharton School - University Of Pennsylvania,18 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn) Wharton,18 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University (JHU),18 Mar 2011,Rejected,2011-03-18,Friday,Applied Mathematics And Statistics,PhD,3.7,590,800,3.5
University Of Virginia,18 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
John Hopkins University,18 Mar 2011,Rejected,2011-03-18,Friday,Applied Math And Statistics,PhD,3.8,800,530,0
Colorado State University - Fort Collins,18 Mar 2011,Other,2011-03-18,Friday,Statistics,Other,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",18 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Colorado State University - Fort Collins,18 Mar 2011,Other,2011-03-18,Friday,Statistics,Other,NA,NA,NA,NA
University Of California Santa Barbara (UCSB),18 Mar 2011,Wait listed,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Iowa State University (ISU),18 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Iowa State University (ISU),18 Mar 2011,Rejected,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
"University Of California, Santa Babara (UCSB)",18 Mar 2011,Wait listed,2011-03-18,Friday,Statistics,PhD,NA,NA,NA,NA
Columbia University,18 Mar 2011,Accepted,2011-03-18,Friday,Statistics,Masters,NA,NA,NA,NA
U Maryland,18 Mar 2011,Rejected,2011-03-17,Thursday,Statistics,Masters,NA,NA,NA,NA
Columbia (GSAS),17 Mar 2011,Rejected,2011-03-17,Thursday,Applied Statistics,Masters,NA,NA,NA,NA
SUNY Stony Brook,17 Mar 2011,Other,2011-03-17,Thursday,Applied Math And Statistics (AMS),PhD,NA,NA,NA,NA
Stony Brook SUNY,17 Mar 2011,Accepted,2011-03-17,Thursday,Applied Math And Statistics (AMS),PhD,NA,NA,NA,NA
"University Of California, Santa Barbarba (UCSB)",17 Mar 2011,Wait listed,2011-03-17,Thursday,Statistics & Applied Probability,PhD,NA,470,800,4.5
"University California, Santa Barbara (UCSB)",17 Mar 2011,Wait listed,2011-03-17,Thursday,Statistics,PhD,NA,NA,NA,NA
Suny Stoney Brook,17 Mar 2011,Accepted,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
Northwestern Univ.,17 Mar 2011,Rejected,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
"University California, Santa Barbara (UCSB)",17 Mar 2011,Wait listed,2011-03-17,Thursday,Statistics And Applied Probability,PhD,NA,NA,NA,NA
UC Santa Cruz (UCSC),17 Mar 2011,Accepted,2011-03-17,Thursday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
"Colorado State University,Fort Collins",17 Mar 2011,Accepted,2011-03-17,Thursday,Statistics,PhD,NA,NA,NA,NA
"University California, Santa Barbara (UCSB)",17 Mar 2011,Wait listed,2011-03-17,Thursday,Statistics,PhD,NA,NA,NA,NA
Oregon State University(OSU),17 Mar 2011,Accepted,2011-03-15,Tuesday,Statistics,Masters,NA,NA,NA,NA
Colorado State University - Fort Collins,17 Mar 2011,Accepted,2011-03-17,Thursday,Statistics,PhD,NA,NA,NA,NA
Purdue University - West Lafayette,17 Mar 2011,Accepted,2011-03-17,Thursday,Statistics,Masters,NA,NA,NA,NA
Colorado State University - Fort Collins,17 Mar 2011,Accepted,2011-03-17,Thursday,Statistics,PhD,NA,NA,NA,NA
Oregon State University,17 Mar 2011,Rejected,2011-03-17,Thursday,Applied Statistics,Masters,NA,NA,NA,NA
Colorado State University - Fort Collins,17 Mar 2011,Accepted,2011-03-17,Thursday,Applied Statistics,Masters,NA,NA,NA,NA
Simon Fraser University (SFU),17 Mar 2011,Wait listed,2011-03-17,Thursday,Applied Math And Statistics,Other,NA,NA,NA,NA
University Of Virginia,17 Mar 2011,Wait listed,2011-03-17,Thursday,Statistics,PhD,NA,NA,NA,NA
GWU,17 Mar 2011,Accepted,2011-03-14,Monday,Statistics,Masters,NA,NA,NA,NA
McMaster,17 Mar 2011,Accepted,2011-03-17,Thursday,Statistics,Masters,3.62,640,800,3.5
Iowa State University (ISU),17 Mar 2011,Accepted,2011-01-29,Saturday,Statistics,PhD,NA,NA,NA,NA
University Of Arkansas Fayetteville,16 Mar 2011,Accepted,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
University Of Virginia (Charlottesville),16 Mar 2011,Wait listed,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
Stony Brook University (SUNY),16 Mar 2011,Other,2011-03-16,Wednesday,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,NA,NA,NA,NA
University Of Virginia (Charlottesville),16 Mar 2011,Rejected,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
Purdue University,16 Mar 2011,Rejected,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,16 Mar 2011,Rejected,2011-03-16,Wednesday,Statistics,PhD,3.4,540,800,3
U Of Virginia,16 Mar 2011,Rejected,2011-03-16,Wednesday,Statistics,PhD,3.4,540,800,3
University Of California At Santa Barbara (UCSB),16 Mar 2011,Accepted,2011-03-16,Wednesday,Applied Statistics,Masters,NA,NA,NA,NA
SUNY - Stony Brook University,16 Mar 2011,Accepted,2011-03-16,Wednesday,Applied Math And Statistics (AMS),PhD,NA,NA,NA,NA
SUNY - Stony Brook University,16 Mar 2011,Accepted,2011-03-16,Wednesday,AMS-statistics Track,Masters,NA,NA,NA,NA
U Of Virginia,16 Mar 2011,Rejected,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
SUNY - Stony Brook,16 Mar 2011,Accepted,2011-03-16,Wednesday,Applied Mathematics And Statistics,Masters,NA,NA,NA,NA
Stony Brook SUNY,16 Mar 2011,Accepted,2011-03-16,Wednesday,Applied Math And Statistics,Masters,NA,NA,NA,NA
University Of Carolina At Chapel Hill,16 Mar 2011,Accepted,2011-03-16,Wednesday,Interdisciplinary Statistics And Operations Research,Masters,NA,NA,NA,NA
Stony Brook University (SUNY),16 Mar 2011,Accepted,2011-03-16,Wednesday,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,NA,NA,NA,NA
Stony Brook,16 Mar 2011,Accepted,2011-03-16,Wednesday,Statistics,PhD,NA,NA,NA,NA
SUNY-StonyBrook,16 Mar 2011,Accepted,2011-03-16,Wednesday,AMS-statistics Track,PhD,NA,NA,NA,NA
"University Of California, San Diego (UCSD)",16 Mar 2011,Accepted,2011-03-15,Tuesday,Statistics,Masters,3.85,640,800,3.5
"University Of California, Santa Babara (UCSB)",15 Mar 2011,Rejected,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,15 Mar 2011,Rejected,2011-03-15,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Warwick,15 Mar 2011,Accepted,2011-03-15,Tuesday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,15 Mar 2011,Rejected,2011-03-13,Sunday,Statistics,PhD,NA,NA,NA,NA
Stony Brook University (SUNY),15 Mar 2011,Accepted,2011-03-15,Tuesday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
Stony Brook University ( SUNY-SB),15 Mar 2011,Accepted,2011-03-15,Tuesday,Applied Math And Statistics (AMS),PhD,NA,NA,NA,NA
"University Of California, San Diego (UCSD)",15 Mar 2011,Accepted,2011-03-15,Tuesday,Applied Statistics,Masters,NA,NA,NA,NA
SUNY - Stony Brook,15 Mar 2011,Accepted,2011-03-15,Tuesday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
Stony Brook University,15 Mar 2011,Accepted,2011-03-15,Tuesday,Applied Math And Statistics (AMS),PhD,NA,NA,NA,NA
Stony Brook University (SUNY),15 Mar 2011,Accepted,2011-03-15,Tuesday,Applied Mathematics And Statistics,PhD,NA,NA,NA,NA
U C Berkeley,15 Mar 2011,Rejected,2011-02-15,Tuesday,Statistics,PhD,NA,600,800,0
Duke,15 Mar 2011,Rejected,2011-03-15,Tuesday,Statistics,PhD,3.9,660,800,4.5
University Of Chicago,15 Mar 2011,Accepted,2011-03-15,Tuesday,Statistics,Masters,NA,NA,NA,NA
U Michigan,15 Mar 2011,Accepted,2011-03-15,Tuesday,Statistics,PhD,NA,NA,NA,NA
University Of Chicago,15 Mar 2011,Accepted,2011-03-14,Monday,Statistics,Masters,3.74,600,800,4.5
University Of Chicago,15 Mar 2011,Accepted,2011-03-14,Monday,Statistics,Masters,3.74,800,600,4.5
Harvard Graduate School Of Arts And Sciences,15 Mar 2011,Rejected,2011-03-07,Monday,Statistics,Masters,NA,NA,NA,NA
George Washington University,15 Mar 2011,Accepted,2011-03-15,Tuesday,Statistics,Masters,NA,NA,NA,NA
University Of Maryland (College Park),14 Mar 2011,Wait listed,2011-03-14,Monday,"AMSC(Applied Mathematics & Statistics, And Scientific Computation)",PhD,NA,NA,NA,NA
Columbia (GSAS),14 Mar 2011,Rejected,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
University Of Michigan - Ann Arbor (Umich),14 Mar 2011,Accepted,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
Purdue University,14 Mar 2011,Accepted,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
"Columbia University, Teachers College",14 Mar 2011,Accepted,2011-03-10,Thursday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley (UCB)",14 Mar 2011,Rejected,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
Carnegie Mellon (CMU),14 Mar 2011,Accepted,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
Columbia University (GSAS),14 Mar 2011,Accepted,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
Northwestern University,14 Mar 2011,Rejected,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,14 Mar 2011,Rejected,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,14 Mar 2011,Rejected,2011-03-13,Sunday,Statistics,PhD,NA,NA,NA,NA
University Of British Columbia (UBC),14 Mar 2011,Accepted,2011-03-05,Saturday,Statistics,Masters,NA,NA,NA,NA
Indiana University Bloomington (IUB),14 Mar 2011,Accepted,2011-03-04,Friday,Statistics,PhD,NA,NA,NA,NA
Arizona State University (ASU),14 Mar 2011,Accepted,2011-02-10,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of California Riverside (UCR),14 Mar 2011,Accepted,2011-02-03,Thursday,Statistics,PhD,NA,NA,NA,NA
Penn State (PSU),14 Mar 2011,Rejected,2011-02-25,Friday,Statistics,PhD,NA,NA,NA,NA
Northwestern U,14 Mar 2011,Rejected,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
Northwestern U,14 Mar 2011,Rejected,2011-03-14,Monday,Statistics,PhD,NA,NA,NA,NA
George Washington University,14 Mar 2011,Accepted,2011-03-14,Monday,Statistics,PhD,3.87,710,780,4.5
Oregon State University,13 Mar 2011,Accepted,2011-03-10,Thursday,MS Statistics,Masters,NA,NA,NA,NA
North Carolina State University (NCSU),13 Mar 2011,Accepted,2011-03-11,Friday,Statistics,PhD,NA,NA,NA,NA
Northwestern University,13 Mar 2011,Rejected,2011-03-13,Sunday,Statistics,PhD,NA,NA,NA,NA
Oregon State University,13 Mar 2011,Accepted,2011-03-13,Sunday,Statistics,Masters,NA,NA,NA,NA
North Carolina Sate University,13 Mar 2011,Accepted,2011-03-11,Friday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University (JHU),13 Mar 2011,Accepted,2011-03-07,Monday,Applied Math And Statistics,PhD,3.9,520,800,4.5
University Of Illinois At Chicago,13 Mar 2011,Rejected,2011-03-13,Sunday,Statistics,PhD,NA,NA,NA,NA
University Of Wyoming,12 Mar 2011,Accepted,2011-03-04,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Wyoming,12 Mar 2011,Accepted,2011-03-10,Thursday,Statistics,PhD,3.4,730,800,3
"University Of California, Berkeley (UCB)",12 Mar 2011,Rejected,2011-03-11,Friday,Statistics,Masters,3.62,640,800,3.5
"University Of California, Berkeley (UCB)",12 Mar 2011,Rejected,2011-03-11,Friday,Statistics,Masters,3.98,790,800,5.5
George Washington University (GWU),12 Mar 2011,Accepted,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
"University of Texas, Austin (UT Austin)",12 Mar 2011,Accepted,2011-03-12,Saturday,Statistics,Masters,NA,NA,NA,NA
U C Berkeley,12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,NA,NA,NA,NA
George Washington Universtiy,12 Mar 2011,Accepted,2011-03-12,Saturday,Statistics,Masters,NA,NA,NA,NA
North Carolina State University (NCSU),12 Mar 2011,Accepted,2011-03-11,Friday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University (JHU),12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,NA,NA,NA,NA
Harvard University,12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley (UCB)",12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley (UCB)",12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,3.42,800,540,3.5
"University Of California, Berkeley (UCB)",12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,3.7,710,800,3.5
Columbia (GSAS),12 Mar 2011,Accepted,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
John Hopkins University,12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,3.4,540,800,3.5
"University Of California, Berkeley (UCB)",12 Mar 2011,Rejected,2011-03-12,Saturday,Statistics,Masters,NA,NA,NA,NA
North Carolina State University,12 Mar 2011,Accepted,2011-03-12,Saturday,Statistics,PhD,NA,NA,NA,NA
Columbia (GSAS),12 Mar 2011,Accepted,2011-03-11,Friday,Applied Statistics,Masters,3.81,620,800,4
Oregon State University,11 Mar 2011,Accepted,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
Columbia (GSAS),11 Mar 2011,Accepted,2011-03-11,Friday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley (UCB)",11 Mar 2011,Rejected,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
Columbia (GSAS),11 Mar 2011,Other,2011-03-11,Friday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley (UCB)",11 Mar 2011,Rejected,2011-03-11,Friday,Statistics,Masters,3.95,800,630,3.5
University Of California At Berkeley,11 Mar 2011,Rejected,2011-03-11,Friday,Applied Statistics,Masters,NA,NA,NA,NA
"University Of California, Berkeley (UCB)",11 Mar 2011,Rejected,2011-03-11,Friday,M.A. Statistics,Masters,3.83,490,790,5
San Diego State University (SDSU),11 Mar 2011,Accepted,2011-03-11,Friday,Statistics,Masters,3.2,440,770,4
Columbia (GSAS),11 Mar 2011,Accepted,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
NYU Stern,11 Mar 2011,Rejected,2011-03-11,Friday,Statistics,PhD,3.9,550,800,0
New York University (NYU) - Stern,11 Mar 2011,Rejected,2011-03-11,Friday,Statistics,PhD,NA,NA,NA,NA
Johns Hopkins University (JHU),11 Mar 2011,Accepted,2011-03-11,Friday,Applied Mathematics And Statistics,Masters,NA,NA,NA,NA
University Of Colorado Denver,11 Mar 2011,Accepted,2011-02-24,Thursday,Applied Mathematics & Statistics And Scientific Computation,PhD,3.68,560,680,4.5
Rutgers University - New Brunswick,11 Mar 2011,Rejected,2011-03-11,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),11 Mar 2011,Accepted,2011-03-11,Friday,"Statistics, Measurement, And Research Technology",Masters,3.3,680,800,3
Georgia Institute Of Technology (Gatech),11 Mar 2011,Accepted,2011-03-11,Friday,Statistics Gp At ISyE,PhD,NA,NA,NA,NA
George Mason University,11 Mar 2011,Accepted,2011-03-11,Friday,Statistics,PhD,NA,NA,NA,NA
"University of Illinois, Urbana-Champaign",11 Mar 2011,Rejected,2011-03-11,Friday,Statistics,Masters,NA,NA,NA,NA
University Of Iowa,11 Mar 2011,Accepted,2011-03-11,Friday,Statistics,PhD,NA,NA,NA,NA
University Of Iowa,10 Mar 2011,Accepted,2011-03-10,Thursday,Statistics,PhD,NA,NA,NA,NA
University Of Florida (Gainesville),10 Mar 2011,Accepted,2011-03-01,Tuesday,Applied Statistics,PhD,NA,720,800,0
George Washington University,10 Mar 2011,Accepted,2011-03-10,Thursday,Statistics,PhD,3.7,800,710,4.5
George Washington University,10 Mar 2011,Accepted,2011-03-10,Thursday,Statistics,Masters,NA,NA,NA,NA
SUNY - Stony Brook University,10 Mar 2011,Accepted,2011-03-10,Thursday,Applied Math And Statistics (AMS),PhD,NA,NA,NA,NA
SUNY - Stony Brook University,10 Mar 2011,Accepted,2011-03-10,Thursday,Applied Math And Statistics (AMS),PhD,NA,0,0,3
SUNY-Stony Brook,10 Mar 2011,Accepted,2011-03-10,Thursday,AMS-statistics Track,PhD,NA,NA,NA,NA
SUNY - Stony Brook University,10 Mar 2011,Accepted,2011-03-10,Thursday,Applied Mathematics And Statistics (Computational Biology),PhD,3.79,650,800,3
University Of Missouri - Columbia,10 Mar 2011,Rejected,2011-03-10,Thursday,Statistics,PhD,NA,NA,NA,NA
