institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
SUNY - Buffalo,4 Apr 2006,Rejected,2006-04-04,Tuesday,English,Masters,NA,NA,NA,NA
"University Of California, Irvine (UCI)",3 Apr 2006,Rejected,2006-04-03,Monday,English,PhD,NA,NA,NA,NA
Florida State University,3 Apr 2006,Wait listed,2006-04-03,Monday,English,PhD,NA,NA,NA,NA
New York University (NYU),3 Apr 2006,Accepted,2006-04-03,Monday,English,Masters,NA,NA,NA,NA
"University Of Massachusetts, Amherst",3 Apr 2006,Rejected,2006-04-03,Monday,English,PhD,NA,NA,NA,NA
University of Missouri - Columbia,3 Apr 2006,Rejected,2006-04-03,Monday,English,PhD,NA,NA,NA,NA
Rutgers University,31 Mar 2006,Rejected,2006-03-31,Friday,English,PhD,NA,NA,NA,NA
University of Georgia,31 Mar 2006,Accepted,2006-03-31,Friday,English,Masters,NA,NA,NA,NA
"University Of Massachusetts, Amherst",30 Mar 2006,Accepted,2006-03-31,Friday,English With American Studies Concentration,Masters,NA,NA,NA,NA
Purdue University,29 Mar 2006,Accepted,2006-03-30,Thursday,English,PhD,NA,NA,NA,NA
Harvard University,28 Mar 2006,Rejected,2006-03-29,Wednesday,English,PhD,NA,NA,NA,NA
Catholic University of America,28 Mar 2006,Accepted,2006-03-28,Tuesday,English,PhD,NA,NA,NA,NA
New York University (NYU),28 Mar 2006,Rejected,2006-03-25,Saturday,English,PhD,NA,NA,NA,NA
Binghamton University,28 Mar 2006,Accepted,2006-03-28,Tuesday,English Creative Writing Fiction,PhD,NA,NA,NA,NA
Florida State University,28 Mar 2006,Rejected,2006-03-28,Tuesday,English Creative Writing Fiction,PhD,NA,NA,NA,NA
University of Delaware,27 Mar 2006,Wait listed,2006-03-27,Monday,English,PhD,NA,NA,NA,NA
New York University (NYU),27 Mar 2006,Rejected,2006-03-25,Saturday,English,PhD,NA,NA,NA,NA
University of Delaware,27 Mar 2006,Rejected,2006-03-28,Tuesday,English,PhD,NA,NA,NA,NA
"University Of Wisconsin, Milwaukee",27 Mar 2006,Accepted,2006-03-27,Monday,"English, Creative Writing Fiction",PhD,NA,NA,NA,NA
Michigan State University,27 Mar 2006,Rejected,2006-03-27,Monday,English,PhD,NA,NA,NA,NA
New York University (NYU),26 Mar 2006,Rejected,2006-03-25,Saturday,"English, Master Of Arts, Poetry Concentration",Masters,NA,NA,NA,NA
University of Tennessee - Knoxville,26 Mar 2006,Other,2006-03-26,Sunday,English--with Creative Dissertation,PhD,NA,NA,NA,NA
University of Oregon,26 Mar 2006,Rejected,2006-03-26,Sunday,English,Masters,NA,NA,NA,NA
Notre Dame,23 Mar 2006,Rejected,2006-03-23,Thursday,English Literature,PhD,NA,NA,NA,NA
Case Western Reserve University (CWRU),23 Mar 2006,Rejected,2006-03-23,Thursday,English,Masters,NA,NA,NA,NA
Boston University,23 Mar 2006,Accepted,2006-03-23,Thursday,English Literature,Masters,NA,NA,NA,NA
North Carolina State University,23 Mar 2006,Accepted,2006-03-23,Thursday,English--Lit And Film Concentration,Masters,NA,NA,NA,NA
Columbia University,22 Mar 2006,Rejected,2006-03-23,Thursday,Teaching of English,Masters,NA,NA,NA,NA
CUNY Graduate Center,22 Mar 2006,Accepted,2006-02-24,Friday,English,PhD,NA,NA,NA,NA
New York University (NYU),22 Mar 2006,Wait listed,2006-03-10,Friday,English,PhD,NA,NA,NA,NA
"University Of Wisconsin, Milwaukee",22 Mar 2006,Rejected,2006-03-22,Wednesday,English (Creative Writing Concentration),PhD,NA,NA,NA,NA
"University Of Maryland, College Park",22 Mar 2006,Wait listed,2006-03-22,Wednesday,English,PhD,NA,NA,NA,NA
University Of Pennsylvania (UPenn),22 Mar 2006,Rejected,2006-03-22,Wednesday,English,PhD,NA,NA,NA,NA
Oxford University,22 Mar 2006,Accepted,2006-03-22,Wednesday,English MSt 1790-1900,Other,NA,NA,NA,NA
"Northeastern University, Boston",22 Mar 2006,Accepted,2006-03-22,Wednesday,English,Masters,NA,NA,NA,NA
Oxford University,22 Mar 2006,Wait listed,2006-03-20,Monday,English,Masters,NA,NA,NA,NA
McGill University,22 Mar 2006,Rejected,2006-03-15,Wednesday,English MA/PhD,Masters,NA,NA,NA,NA
Baylor University,22 Mar 2006,Accepted,2006-03-21,Tuesday,English M.A.,Masters,NA,NA,NA,NA
Oxford University,21 Mar 2006,Accepted,2006-03-17,Friday,English,Other,NA,NA,NA,NA
Harvard University,21 Mar 2006,Rejected,2006-03-21,Tuesday,English,PhD,NA,NA,NA,NA
Harvard University,21 Mar 2006,Rejected,2006-03-20,Monday,English,PhD,NA,NA,NA,NA
"University Of Illinois, Urbana Champaign (UIUC)",21 Mar 2006,Rejected,2006-03-20,Monday,English,Masters,NA,NA,NA,NA
Oxford University,21 Mar 2006,Accepted,2006-03-17,Friday,English (1780-1900),Other,NA,NA,NA,NA
University of Tennessee - Knoxville,21 Mar 2006,Rejected,2006-03-21,Tuesday,"English, Creative Writing, Fiction",PhD,NA,NA,NA,NA
Fordham University,21 Mar 2006,Rejected,2006-03-21,Tuesday,English,Masters,NA,NA,NA,NA
Oxford University,20 Mar 2006,Accepted,2006-03-20,Monday,English,Masters,NA,NA,NA,NA
"University Of Illinois, Chicago (UIC)",20 Mar 2006,Rejected,2006-03-10,Friday,English-Creative Writing,Masters,NA,NA,NA,NA
University Of Pennsylvania (UPenn),20 Mar 2006,Rejected,2006-03-21,Tuesday,English,PhD,NA,NA,NA,NA
University of Chicago,20 Mar 2006,Rejected,2006-03-21,Tuesday,English,PhD,NA,NA,NA,NA
Boston College,20 Mar 2006,Accepted,2006-03-20,Monday,English,Masters,NA,NA,NA,NA
SUNY - Buffalo,20 Mar 2006,Accepted,2006-03-20,Monday,English,Masters,NA,NA,NA,NA
University of South Carolina,20 Mar 2006,Accepted,2006-03-20,Monday,English,Masters,NA,NA,NA,NA
Marquette University,20 Mar 2006,Accepted,2006-03-20,Monday,English,PhD,NA,NA,NA,NA
Oxford University,20 Mar 2006,Rejected,2006-03-20,Monday,English M.St,Other,NA,NA,NA,NA
Harvard University,20 Mar 2006,Rejected,2006-03-20,Monday,English,PhD,NA,NA,NA,NA
University of Rochester,20 Mar 2006,Rejected,2006-03-20,Monday,English,PhD,NA,NA,NA,NA
University Of Virginia (UVA),19 Mar 2006,Wait listed,2006-03-19,Sunday,English,PhD,NA,NA,NA,NA
University of Pittsburgh,19 Mar 2006,Rejected,2006-03-19,Sunday,English,PhD,NA,NA,NA,NA
University Of Virginia (UVA),19 Mar 2006,Wait listed,2006-03-19,Sunday,English,PhD,NA,NA,NA,NA
