institution,date_added,decision,decision_date,decision_day,program,degree,gpa,gre_verbal,gre_quant,gre_awa
UC Santa Barbara (UCSB),7 Mar 2012,Other,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Oregon,7 Mar 2012,Rejected,2012-03-07,Wednesday,English Literature,PhD,3.55,610,640,4.5
University Of Oregon,7 Mar 2012,Other,2012-03-06,Tuesday,English,PhD,NA,0,620,5
"University Of Colorado, Boulder",7 Mar 2012,Accepted,2012-03-07,Wednesday,English,PhD,NA,NA,NA,NA
Cornell University,7 Mar 2012,Rejected,2012-03-07,Wednesday,English,PhD,NA,NA,NA,NA
"University Of Oregon, Eugene",7 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Oregon,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Oregon,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,165,164,0
U Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Oregon,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,3.96,780,720,4.5
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Carnegie Mellon University,6 Mar 2012,Wait listed,2012-03-06,Tuesday,Literary And Cultural Studies - English,Masters,NA,NA,NA,NA
University Of Florida,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,Masters,NA,NA,NA,NA
University Of Florida (Gainesville),6 Mar 2012,Accepted,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Utah,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Brown University Graduate School,6 Mar 2012,Accepted,2012-03-06,Tuesday,Master Of Arts In Teaching (English),Masters,NA,NA,NA,NA
University Of Notre Dame,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Brown University Graduate School,6 Mar 2012,Accepted,2012-03-06,Tuesday,Master Of Arts In Teaching (English),PhD,NA,NA,NA,NA
University Of Miami (Florida),6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,3.44,770,630,6
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Miami (Florida),6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,164,153,4.5
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Utah,6 Mar 2012,Rejected,2012-03-06,Tuesday,English Creative Writing (Poetry),PhD,3.4,680,440,6
Carnegie Mellon University (CMU),6 Mar 2012,Wait listed,2012-03-06,Tuesday,English,Masters,3.98,165,155,5
University Of Delaware,6 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,4,670,650,5
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,6 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,3.98,670,630,4.5
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Syracuse University,6 Mar 2012,Rejected,2012-02-23,Thursday,English,PhD,3.98,670,630,4.5
Florida State University (FSU),6 Mar 2012,Accepted,2012-02-28,Tuesday,English,Masters,3.98,670,630,4.5
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,3.97,164,152,6
Cornell University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Indiana University (Bloomington),6 Mar 2012,Accepted,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Brown University Graduate School,6 Mar 2012,Accepted,2012-03-06,Tuesday,"Secondary Education, English",Masters,NA,NA,NA,NA
Carnegie Mellon (CMU),6 Mar 2012,Wait listed,2012-03-06,Tuesday,English (Literary And Cultural Studies),PhD,NA,NA,NA,NA
Cornell University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2012,Other,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Southern California,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Carnegie Mellon University (CMU),6 Mar 2012,Accepted,2012-03-03,Saturday,English,Masters,NA,NA,NA,NA
Yale University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Illinois State University,6 Mar 2012,Wait listed,2012-03-05,Monday,English Studies Fiction,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Brown University,6 Mar 2012,Accepted,2012-03-06,Tuesday,"Secondary Education, English",Masters,3.9,163,154,6
University Of Chicago,6 Mar 2012,Other,2012-03-06,Tuesday,English,PhD,3.95,164,143,5
UChicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Chicago,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
University Of Florida (Gainesville),6 Mar 2012,Rejected,2012-03-06,Tuesday,English,Masters,NA,NA,NA,NA
Carnegie Mellon,6 Mar 2012,Wait listed,2012-03-06,Tuesday,English,Masters,3.41,700,740,5
Cornell University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
NYU Steinhardt,6 Mar 2012,Accepted,2012-03-05,Monday,Secondary English Education,Masters,NA,NA,NA,NA
CUNY - Graduate Center,6 Mar 2012,Accepted,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,164,153,4.5
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
North Carolina State University,6 Mar 2012,Accepted,2012-03-06,Tuesday,English,Masters,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,3.55,610,640,4.5
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Cornell,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Indiana University - Bloomington,6 Mar 2012,Accepted,2012-02-01,Wednesday,"Secondary Education, English",Masters,3.9,163,154,6
Ohio State University,6 Mar 2012,Accepted,2012-02-15,Wednesday,"Secondary Education, English",Masters,3.9,163,154,6
University Of Virginia (UVA),6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Vanderbilt University (Peabody),6 Mar 2012,Accepted,2012-01-18,Wednesday,"Secondary Education, English",Masters,3.9,163,154,6
University Of Kentucky,6 Mar 2012,Accepted,2012-03-06,Tuesday,English,Masters,3.88,162,168,4.5
University Of Florida (Gainesville),6 Mar 2012,Accepted,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Florida (Gainesville),6 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Kentucky,6 Mar 2012,Accepted,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
NYU Steinhardt,6 Mar 2012,Accepted,2012-03-06,Tuesday,English Education,Masters,NA,NA,NA,NA
Columbia University,6 Mar 2012,Rejected,2012-02-27,Monday,English & Comparative Literature,PhD,3.97,167,150,4.5
San Diego State University,6 Mar 2012,Accepted,2012-03-01,Thursday,English & Comparative Literature,Masters,3.97,167,150,4.5
Fordham University,6 Mar 2012,Rejected,2012-03-06,Tuesday,English & Comparative Literature,PhD,NA,NA,NA,NA
University Of Notre Dame,6 Mar 2012,Rejected,2012-03-06,Tuesday,English,PhD,NA,NA,NA,NA
Fordham University,6 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,4,160,146,5
Fordham University,5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,164,153,4.5
UC Berkeley,5 Mar 2012,Accepted,2012-03-05,Monday,English,PhD,3.93,780,790,5
Illinois State University,5 Mar 2012,Wait listed,2012-03-05,Monday,English,PhD,4,147,165,5.5
Stony Brook,5 Mar 2012,Accepted,2012-02-02,Thursday,English,PhD,NA,NA,NA,NA
University Of Florida (Gainesville),5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,3.9,154,147,4.5
Cornell University,5 Mar 2012,Wait listed,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Delaware,5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Delaware,5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Florida (Gainesville),5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,3.85,680,660,4.5
University Of Florida (Gainesville),5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Florida,5 Mar 2012,Rejected,2012-03-05,Monday,English,Masters,NA,NA,NA,NA
Boston College,5 Mar 2012,Accepted,2012-03-05,Monday,English,Masters,NA,NA,NA,NA
University Of Southern California (USC),5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
Fordham University,5 Mar 2012,Wait listed,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
"University Of Wisconsin, Milwaukee",5 Mar 2012,Accepted,2012-03-05,Monday,English,Masters,3.41,700,740,5
University Of Delaware,5 Mar 2012,Wait listed,2012-03-05,Monday,English,Masters,3.41,700,740,5.9
Illinois State University,5 Mar 2012,Accepted,2012-03-05,Monday,English,Masters,4,170,144,4.5
University Of Notre Dame,5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
Memorial University Of Newfoundland,5 Mar 2012,Accepted,2012-03-05,Monday,English,Masters,NA,NA,NA,NA
University Of Illinois - Urbana-Champaign (UIUC),5 Mar 2012,Accepted,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Delaware,5 Mar 2012,Rejected,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
University Of Illinois - Urbana-Champaign,5 Mar 2012,Accepted,2012-03-05,Monday,English,PhD,NA,NA,NA,NA
Illinois At Urbana Champaign,5 Mar 2012,Accepted,2012-03-04,Sunday,English,PhD,3.53,650,650,4.5
University Of Rhode Island,5 Mar 2012,Accepted,2012-03-05,Monday,"English, PhD",PhD,NA,NA,NA,NA
Washington University in St. Louis (WashU/WUSTL),4 Mar 2012,Wait listed,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,4 Mar 2012,Wait listed,2012-03-04,Sunday,English,PhD,NA,NA,NA,NA
Purdue University,4 Mar 2012,Rejected,2012-03-04,Sunday,English,Masters,NA,NA,NA,NA
"University Of Wisconsin, Milwaukee",4 Mar 2012,Accepted,2012-03-03,Saturday,English (Creative Writing),Masters,3.8,163,152,4.5
West Virginia University (WVU),4 Mar 2012,Accepted,2012-03-03,Saturday,English,Masters,NA,NA,NA,NA
"University Of Wisconsin, Milwaukee",4 Mar 2012,Accepted,2012-03-04,Sunday,English--Creative Writing (Fiction),PhD,NA,NA,NA,NA
Carnegie Mellon,4 Mar 2012,Accepted,2012-03-03,Saturday,English,PhD,3.95,650,700,4
University Of Oklahoma - Norman,3 Mar 2012,Accepted,2012-03-03,Saturday,English,PhD,4,650,510,5
Auburn University,3 Mar 2012,Wait listed,2012-03-03,Saturday,English,PhD,4,650,510,5
Syracuse University,3 Mar 2012,Wait listed,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
Duquesne University,3 Mar 2012,Accepted,2012-03-03,Saturday,English,Masters,NA,NA,NA,NA
Indiana University - Bloomington,3 Mar 2012,Accepted,2012-03-03,Saturday,English,PhD,NA,NA,NA,NA
University Of Southern Mississippi,3 Mar 2012,Accepted,2012-03-03,Saturday,English (Creative Writing - Poetry),PhD,NA,NA,NA,NA
Carnegie Mellon University (CMU),3 Mar 2012,Accepted,2012-03-02,Friday,English (Rhetoric),PhD,NA,NA,NA,NA
University Of Rhode Island,3 Mar 2012,Accepted,2012-03-03,Saturday,English (Composition & Rhetoric),PhD,NA,NA,NA,NA
"University Of Wisconsin, Milwaukee",3 Mar 2012,Accepted,2012-03-03,Saturday,English,Masters,NA,NA,NA,NA
University Of Oklahoma - Norman,3 Mar 2012,Rejected,2012-03-03,Saturday,English,PhD,NA,NA,NA,NA
University Of Georgia (UGA),3 Mar 2012,Other,2012-03-03,Saturday,English,Masters,NA,NA,NA,NA
University Of Virginia,3 Mar 2012,Rejected,2012-03-03,Saturday,English,PhD,NA,NA,NA,NA
Florida State University,3 Mar 2012,Accepted,2012-02-29,Wednesday,English,PhD,NA,NA,NA,NA
Villanova University,3 Mar 2012,Accepted,2012-03-02,Friday,English,Masters,NA,NA,NA,NA
University Of Virginia (UVA),3 Mar 2012,Rejected,2012-03-03,Saturday,English,PhD,3.44,770,630,6
Indiana University - Bloomington,3 Mar 2012,Accepted,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Virginia (UVA),3 Mar 2012,Rejected,2012-03-03,Saturday,English,PhD,NA,NA,NA,NA
Boston University (BU),3 Mar 2012,Rejected,2012-02-21,Tuesday,English,PhD,NA,NA,NA,NA
Carnegie Mellon,3 Mar 2012,Accepted,2012-03-03,Saturday,English (Literary & Cultural Studies),PhD,NA,NA,NA,NA
West Virginia University,3 Mar 2012,Accepted,2012-03-03,Saturday,English,PhD,NA,NA,NA,NA
University Of Utah,3 Mar 2012,Accepted,2012-03-03,Saturday,English,Masters,NA,NA,NA,NA
West Virginia University (WVU),3 Mar 2012,Accepted,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
Notre Dame,3 Mar 2012,Rejected,2012-03-03,Saturday,English,PhD,NA,NA,NA,NA
University Of Missouri - Columbia,3 Mar 2012,Wait listed,2012-02-29,Wednesday,English Creative Writing (Poetry),PhD,3.4,680,440,6
Indiana University - Bloomington,3 Mar 2012,Accepted,2012-03-03,Saturday,English,PhD,NA,NA,NA,NA
University Of Washington (Seattle),3 Mar 2012,Rejected,2012-03-03,Saturday,English (Comp & Rhet),Masters,NA,NA,NA,NA
University Of Connecticut (Storrs),2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Connecticut (Storrs),2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
Stanford Univerisity,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of California - Davis,2 Mar 2012,Wait listed,2012-02-16,Thursday,English,PhD,NA,NA,NA,NA
University Of Washington,2 Mar 2012,Rejected,2012-03-01,Thursday,English Literature,PhD,NA,NA,NA,NA
"University Of Michigan , Ann Arbor",2 Mar 2012,Rejected,2012-03-02,Friday,English Literature,PhD,NA,NA,NA,NA
Purdue University - West Lafayette,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of California - Irvine (UCI),2 Mar 2012,Wait listed,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,3.93,166,153,5
University Of Notre Dame,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of North Carolina Chapel Hill,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,3.85,660,680,4.5
West Virginia University (WVU),2 Mar 2012,Accepted,2012-03-02,Friday,English,Masters,3.5,164,152,4.5
Purdue,2 Mar 2012,Accepted,2012-03-01,Thursday,English Literature (American Studies Concentration),Masters,NA,NA,NA,NA
Rutgers (State University Of New Jersey) New Brunswick,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of North Carolina - Chapel Hill,2 Mar 2012,Rejected,2012-02-24,Friday,English,PhD,NA,NA,NA,NA
Florida State University,2 Mar 2012,Accepted,2012-02-28,Tuesday,English (1900 - Present),PhD,NA,NA,NA,NA
University Of Rhode Island,2 Mar 2012,Accepted,2012-03-02,Friday,English & Comparative Literaturelum And Teacher Education - Middle School English,PhD,NA,NA,NA,NA
University Of Rhode Island,2 Mar 2012,Accepted,2012-03-02,Friday,English,Masters,NA,NA,NA,NA
University Of Delaware,2 Mar 2012,Accepted,2012-02-27,Monday,English,Masters,NA,NA,NA,NA
"University Of Michigan, Ann Arbor",2 Mar 2012,Rejected,2012-02-24,Friday,English,PhD,NA,NA,NA,NA
Syracuse University,2 Mar 2012,Rejected,2012-02-23,Thursday,English,PhD,NA,NA,NA,NA
Rice University,2 Mar 2012,Rejected,2012-02-22,Wednesday,English,PhD,NA,NA,NA,NA
Northwestern University,2 Mar 2012,Rejected,2012-01-27,Friday,English,PhD,NA,NA,NA,NA
University Of Rhode Island,2 Mar 2012,Accepted,2012-03-02,Friday,English (Rhetoric And Writing),PhD,NA,NA,NA,NA
University Of Rhode Island,2 Mar 2012,Accepted,2012-03-02,Friday,English (Rhetoric And Communication Design),PhD,NA,NA,NA,NA
Boston College,2 Mar 2012,Accepted,2012-03-02,Friday,English,Masters,NA,NA,NA,NA
Boston College,2 Mar 2012,Accepted,2012-03-02,Friday,English,Masters,3.62,166,155,5
University Of Missouri - Columbia,2 Mar 2012,Other,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Southern California (USC),2 Mar 2012,Other,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
UConn (Storrs),2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Connecticut,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,3.95,730,600,6
University Of Connecticut,2 Mar 2012,Rejected,2012-03-02,Friday,Ed.M. In English Education,PhD,3.95,730,600,6
University Of Illinois-Chicago,2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
San Diego State University,2 Mar 2012,Accepted,2012-03-01,Thursday,English,Masters,3.76,570,730,5.5
University College London,2 Mar 2012,Accepted,2012-02-12,Sunday,English,Masters,3.76,570,730,5.5
Texas A & M University (TAMU),2 Mar 2012,Other,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
Florida State University,2 Mar 2012,Accepted,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
Loyola Chicago,2 Mar 2012,Wait listed,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Purdue University,2 Mar 2012,Accepted,2012-03-01,Thursday,English Literature,Masters,4,170,144,4.5
New York University (NYU),2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
Northeastern University,2 Mar 2012,Accepted,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Univerisity Of Toronto,2 Mar 2012,Accepted,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
Texas Tech University (TTU),2 Mar 2012,Rejected,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
New York University (NYU),2 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),2 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Waterloo,2 Mar 2012,Accepted,2012-03-02,Friday,English (Rhetoric And Communication Design),Masters,NA,NA,NA,NA
University Of Washington - Seattle (UW),2 Mar 2012,Rejected,2012-03-02,Friday,English,PhD,NA,NA,NA,NA
University Of Toronto,2 Mar 2012,Accepted,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),2 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Boston College Lynch School Of Education,2 Mar 2012,Accepted,2012-03-01,Thursday,"Secondary Education, English",Masters,NA,NA,NA,NA
University Of Pittsburgh,2 Mar 2012,Accepted,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
Boston College Lynch School Of Education,1 Mar 2012,Accepted,2012-03-01,Thursday,"Secondary Education, English",Masters,3.97,620,680,4.5
University Of Rhode Island,1 Mar 2012,Accepted,2012-03-01,Thursday,English,PhD,4,0,0,0
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Notre Dame,1 Mar 2012,Wait listed,2012-02-27,Monday,English,PhD,NA,NA,NA,NA
University Of Maryland,1 Mar 2012,Wait listed,2012-02-19,Sunday,English,PhD,NA,NA,NA,NA
Rutgers - New Brunswick,1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Vanderbilt University,1 Mar 2012,Wait listed,2012-02-09,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Missouri - Columbia,1 Mar 2012,Wait listed,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of California Irvine (UC Irvine),1 Mar 2012,Wait listed,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Emory Universitys Laney Graduate School,1 Mar 2012,Accepted,2012-02-06,Monday,English,PhD,NA,NA,NA,NA
UC Irvine,1 Mar 2012,Wait listed,2012-03-01,Thursday,English,PhD,3.9,165,146,4.5
New York University,1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Johns Hopkins University (JHU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,163,151,4.5
UC Irvine (UCI),1 Mar 2012,Wait listed,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Rhode Island,1 Mar 2012,Accepted,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Rutgers (State University Of New Jersey),1 Mar 2012,Rejected,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
UC Riverside (UCR),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,3.77,710,720,5.5
University Of Indiana - Bloomington,1 Mar 2012,Accepted,2012-02-28,Tuesday,English,PhD,NA,NA,NA,NA
University Of Maryland - College Park,1 Mar 2012,Wait listed,2012-02-19,Sunday,English,PhD,NA,NA,NA,NA
Arizona State University (ASU),1 Mar 2012,Accepted,2012-02-11,Saturday,English,PhD,NA,NA,NA,NA
University Of Rhode Island,1 Mar 2012,Accepted,2012-03-01,Thursday,English (Comp & Rhet),Masters,NA,NA,NA,NA
University Of Delaware (UDel),1 Mar 2012,Accepted,2012-02-06,Monday,English,Masters,NA,NA,NA,NA
University Of Washington (Seattle),1 Mar 2012,Rejected,2012-03-01,Thursday,English (Comp & Rhet),PhD,NA,NA,NA,NA
Penn State (PSU) University Park,1 Mar 2012,Accepted,2012-02-16,Thursday,English,Masters,NA,NA,NA,NA
Purdue University,1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,4,160,146,5
University Of South Florida,1 Mar 2012,Wait listed,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
New York Univerity,1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York Univerity,1 Mar 2012,Rejected,2012-03-01,Thursday,Ed.M. In English Education,PhD,NA,NA,NA,NA
Johns Hopkins (JHU) (Arts And Sciences),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Rutgers (State University Of New Jersey),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
New York University (NYU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Washington,1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
Purdue University,1 Mar 2012,Rejected,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
University Of Vanderbilt,1 Mar 2012,Rejected,2012-02-13,Monday,English,PhD,3.82,154,162,5.5
University Of Washington (Seattle),1 Mar 2012,Rejected,2012-03-01,Thursday,English,Masters,NA,NA,NA,NA
University Of Tulsa,1 Mar 2012,Accepted,2012-02-13,Monday,English,PhD,3.82,154,162,5.5
U Of Wisconsin Madison,1 Mar 2012,Rejected,2012-02-21,Tuesday,English,PhD,3.82,154,162,5.5
Johns Hopkins (JHU),1 Mar 2012,Rejected,2012-03-01,Thursday,English,PhD,NA,NA,NA,NA
University Of Southern Mississippi,1 Mar 2012,Accepted,2012-02-27,Monday,English,Masters,3.96,166,152,5.5
Syracuse,1 Mar 2012,Accepted,2012-02-29,Wednesday,English,Masters,NA,NA,NA,NA
University Of Wyoming,1 Mar 2012,Accepted,2012-03-01,Thursday,English Literature,Masters,3.6,159,154,4
Clark University,1 Mar 2012,Accepted,2012-03-01,Thursday,English,Masters,3.95,730,600,6
Pittsburgh University,1 Mar 2012,Accepted,2012-03-01,Thursday,English (Film Studies Track),Masters,3.75,660,780,5.5
